Date,BTC,DXY,ETH,GOLD,SP500,NASDAQ,US10Y
2018-02-21,10690.400390625,90.08000183105469,849.9710083007812,1330.0,2701.330078125,6759.259765625,2.943000078201294
2018-02-22,10005.0,89.75,812.844970703125,1330.5999755859375,2703.9599609375,6761.85009765625,2.9170000553131104
2018-02-23,10301.099609375,89.87999725341797,864.1890258789062,1328.199951171875,2747.300048828125,6896.60009765625,2.871000051498413
2018-02-24,9813.0703125,89.87999725341797,840.5150146484375,1328.199951171875,2747.300048828125,6896.60009765625,2.871000051498413
2018-02-25,9664.73046875,89.87999725341797,844.8099975585938,1328.199951171875,2747.300048828125,6896.60009765625,2.871000051498413
2018-02-26,10366.7001953125,89.81999969482422,869.3150024414062,1330.699951171875,2779.60009765625,6989.10009765625,2.8589999675750732
2018-02-27,10725.599609375,90.36000061035156,878.2650146484375,1315.5,2744.280029296875,6900.35009765625,2.9079999923706055
2018-02-28,10397.900390625,90.61000061035156,855.198974609375,1315.5,2713.830078125,6854.419921875,2.868000030517578
2018-03-01,10951.0,90.31999969482422,872.2000122070312,1302.9000244140625,2677.669921875,6750.5400390625,2.803999900817871
2018-03-02,11086.400390625,89.94000244140625,856.85302734375,1321.0999755859375,2691.25,6811.0400390625,2.8570001125335693
2018-03-03,11489.7001953125,89.94000244140625,857.2249755859375,1321.0999755859375,2691.25,6811.0400390625,2.8570001125335693
2018-03-04,11512.599609375,89.94000244140625,866.677978515625,1321.0999755859375,2691.25,6811.0400390625,2.8570001125335693
2018-03-05,11573.2998046875,90.08000183105469,853.6840209960938,1318.0999755859375,2720.93994140625,6881.27978515625,2.88100004196167
2018-03-06,10779.900390625,89.62000274658203,816.9509887695312,1333.5999755859375,2728.1201171875,6913.02001953125,2.877000093460083
2018-03-07,9965.5703125,89.63999938964844,752.8309936523438,1326.0,2726.800048828125,6929.39013671875,2.882999897003174
2018-03-08,9395.009765625,90.12000274658203,704.5960083007812,1319.9000244140625,2738.969970703125,6966.43017578125,2.865999937057495
2018-03-09,9337.5498046875,90.08999633789062,728.916015625,1322.4000244140625,2786.570068359375,7101.18017578125,2.8940000534057617
2018-03-10,8866.0,90.08999633789062,686.8900146484375,1322.4000244140625,2786.570068359375,7101.18017578125,2.8940000534057617
2018-03-11,9578.6298828125,90.08999633789062,723.3389892578125,1322.4000244140625,2786.570068359375,7101.18017578125,2.8940000534057617
2018-03-12,9205.1201171875,89.9000015258789,699.8309936523438,1319.4000244140625,2783.02001953125,7131.1201171875,2.869999885559082
2018-03-13,9194.849609375,89.66000366210938,690.8270263671875,1325.9000244140625,2765.31005859375,7046.509765625,2.8480000495910645
2018-03-14,8269.8095703125,89.69999694824219,614.291015625,1324.4000244140625,2749.47998046875,7040.97998046875,2.816999912261963
2018-03-15,8300.8603515625,90.13999938964844,611.3040161132812,1316.800048828125,2747.330078125,7030.97021484375,2.8259999752044678
2018-03-16,8338.349609375,90.2300033569336,601.666015625,1311.300048828125,2752.010009765625,7019.9501953125,2.8480000495910645
2018-03-17,7916.8798828125,90.2300033569336,552.7789916992188,1311.300048828125,2752.010009765625,7019.9501953125,2.8480000495910645
2018-03-18,8223.6796875,90.2300033569336,538.6439819335938,1311.300048828125,2752.010009765625,7019.9501953125,2.8480000495910645
2018-03-19,8630.650390625,89.9000015258789,556.7260131835938,1316.800048828125,2712.919921875,6864.8798828125,2.8450000286102295
2018-03-20,8913.4697265625,90.37000274658203,557.1749877929688,1311.0999755859375,2716.93994140625,6885.919921875,2.878999948501587
2018-03-21,8929.2802734375,89.77999877929688,561.7319946289062,1320.699951171875,2711.929931640625,6853.4501953125,2.9070000648498535
2018-03-22,8728.4697265625,89.86000061035156,539.7020263671875,1326.5999755859375,2643.68994140625,6682.259765625,2.8320000171661377
2018-03-23,8879.6201171875,89.44000244140625,539.6190185546875,1349.300048828125,2588.260009765625,6508.08984375,2.8299999237060547
2018-03-24,8668.1201171875,89.44000244140625,526.4390258789062,1349.300048828125,2588.260009765625,6508.08984375,2.8299999237060547
2018-03-25,8495.7802734375,89.44000244140625,524.2869873046875,1349.300048828125,2588.260009765625,6508.08984375,2.8299999237060547
2018-03-26,8209.400390625,89.02999877929688,489.95098876953125,1354.4000244140625,2658.550048828125,6753.830078125,2.8429999351501465
2018-03-27,7833.0400390625,89.37000274658203,450.1159973144531,1341.300048828125,2612.6201171875,6529.83984375,2.7860000133514404
2018-03-28,7954.47998046875,90.05999755859375,446.27899169921875,1324.199951171875,2605.0,6460.81005859375,2.7750000953674316
2018-03-29,7165.7001953125,90.1500015258789,385.9679870605469,1322.800048828125,2640.8701171875,6581.1298828125,2.740999937057495
2018-03-30,6890.52001953125,90.1500015258789,394.6449890136719,1322.800048828125,2640.8701171875,6581.1298828125,2.740999937057495
2018-03-31,6973.52978515625,90.1500015258789,396.4570007324219,1322.800048828125,2640.8701171875,6581.1298828125,2.740999937057495
2018-04-01,6844.22998046875,90.1500015258789,379.60699462890625,1322.800048828125,2640.8701171875,6581.1298828125,2.740999937057495
2018-04-02,7083.7998046875,90.05000305175781,386.42498779296875,1342.0999755859375,2581.8798828125,6390.83984375,2.7320001125335693
2018-04-03,7456.10986328125,90.19999694824219,416.89300537109375,1332.800048828125,2614.449951171875,6458.830078125,2.7839999198913574
2018-04-04,6853.83984375,90.13999938964844,380.5429992675781,1335.800048828125,2644.68994140625,6560.06005859375,2.7880001068115234
2018-04-05,6811.47021484375,90.45999908447266,383.23199462890625,1324.300048828125,2662.840087890625,6594.83984375,2.8320000171661377
2018-04-06,6636.31982421875,90.11000061035156,370.2850036621094,1331.9000244140625,2604.469970703125,6433.2099609375,2.7750000953674316
2018-04-07,6911.08984375,90.11000061035156,385.3139953613281,1331.9000244140625,2604.469970703125,6433.2099609375,2.7750000953674316
2018-04-08,7023.52001953125,90.11000061035156,400.50799560546875,1331.9000244140625,2604.469970703125,6433.2099609375,2.7750000953674316
2018-04-09,6770.72998046875,89.83999633789062,398.5260009765625,1336.300048828125,2613.159912109375,6472.33984375,2.7860000133514404
2018-04-10,6834.759765625,89.58999633789062,414.2430114746094,1342.0,2656.8701171875,6615.8701171875,2.796999931335449
2018-04-11,6968.31982421875,89.56999969482422,430.5400085449219,1356.5,2642.18994140625,6583.43994140625,2.7899999618530273
2018-04-12,7889.25,89.75,492.9410095214844,1338.4000244140625,2663.989990234375,6656.259765625,2.8340001106262207
2018-04-13,7895.9599609375,89.80000305175781,492.7349853515625,1344.800048828125,2656.300048828125,6628.33984375,2.8289999961853027
2018-04-14,7986.240234375,89.80000305175781,501.4779968261719,1344.800048828125,2656.300048828125,6628.33984375,2.8289999961853027
2018-04-15,8329.1103515625,89.80000305175781,531.7020263671875,1344.800048828125,2656.300048828125,6628.33984375,2.8289999961853027
2018-04-16,8058.669921875,89.43000030517578,511.1470031738281,1347.5,2677.840087890625,6675.18017578125,2.8320000171661377
2018-04-17,7902.08984375,89.5199966430664,502.8940124511719,1347.199951171875,2706.389892578125,6816.3701171875,2.813999891281128
2018-04-18,8163.419921875,89.62000274658203,524.7890014648438,1351.199951171875,2708.639892578125,6833.2099609375,2.867000102996826
2018-04-19,8294.3095703125,89.94000244140625,567.8889770507812,1346.800048828125,2693.1298828125,6774.89013671875,2.9140000343322754
2018-04-20,8845.830078125,90.31999969482422,615.718017578125,1336.699951171875,2670.139892578125,6667.75,2.9509999752044678
2018-04-21,8895.580078125,90.31999969482422,605.39501953125,1336.699951171875,2670.139892578125,6667.75,2.9509999752044678
2018-04-22,8802.4599609375,90.31999969482422,621.8599853515625,1336.699951171875,2670.139892578125,6667.75,2.9509999752044678
2018-04-23,8930.8798828125,90.94000244140625,642.5479736328125,1322.5,2670.2900390625,6648.7998046875,2.9730000495910645
2018-04-24,9697.5,90.7699966430664,708.1580200195312,1331.4000244140625,2634.56005859375,6509.0498046875,2.9830000400543213
2018-04-25,8845.740234375,91.16999816894531,615.416015625,1321.199951171875,2639.39990234375,6513.93994140625,3.0239999294281006
2018-04-26,9281.509765625,91.55999755859375,662.8090209960938,1316.300048828125,2666.93994140625,6649.64990234375,2.990000009536743
2018-04-27,8987.0498046875,91.54000091552734,647.031982421875,1320.300048828125,2669.909912109375,6656.35009765625,2.9570000171661377
2018-04-28,9348.48046875,91.54000091552734,683.677978515625,1320.300048828125,2669.909912109375,6656.35009765625,2.9570000171661377
2018-04-29,9419.080078125,91.54000091552734,688.8809814453125,1320.300048828125,2669.909912109375,6656.35009765625,2.9570000171661377
2018-04-30,9240.5498046875,91.83999633789062,669.9240112304688,1316.199951171875,2648.050048828125,6605.56982421875,2.936000108718872
2018-05-01,9119.009765625,92.44999694824219,673.6129760742188,1303.800048828125,2654.800048828125,6681.9599609375,2.9760000705718994
2018-05-02,9235.919921875,92.51000213623047,687.1489868164062,1302.5999755859375,2635.669921875,6644.47998046875,2.9639999866485596
2018-05-03,9743.8603515625,92.41000366210938,779.5430297851562,1310.699951171875,2629.72998046875,6643.47998046875,2.946000099182129
2018-05-04,9700.759765625,92.56999969482422,785.6240234375,1312.699951171875,2663.419921875,6769.1201171875,2.944000005722046
2018-05-05,9858.150390625,92.56999969482422,816.1199951171875,1312.699951171875,2663.419921875,6769.1201171875,2.944000005722046
2018-05-06,9654.7998046875,92.56999969482422,792.3109741210938,1312.699951171875,2663.419921875,6769.1201171875,2.944000005722046
2018-05-07,9373.009765625,92.75,753.7249755859375,1312.199951171875,2672.6298828125,6821.8701171875,2.950000047683716
2018-05-08,9234.8203125,93.12000274658203,752.8569946289062,1312.0,2671.919921875,6815.47998046875,2.9690001010894775
2018-05-09,9325.1796875,93.04000091552734,752.2750244140625,1311.300048828125,2697.7900390625,6893.2099609375,3.003999948501587
2018-05-10,9043.9404296875,92.6500015258789,727.2769775390625,1320.800048828125,2723.070068359375,6963.5498046875,2.9709999561309814
2018-05-11,8441.490234375,92.54000091552734,679.5859985351562,1319.0,2727.719970703125,6952.56005859375,2.9709999561309814
2018-05-12,8504.8896484375,92.54000091552734,686.0479736328125,1319.0,2727.719970703125,6952.56005859375,2.9709999561309814
2018-05-13,8723.9404296875,92.54000091552734,733.4959716796875,1319.0,2727.719970703125,6952.56005859375,2.9709999561309814
2018-05-14,8716.7900390625,92.58999633789062,730.5490112304688,1316.5,2730.1298828125,6964.3701171875,2.994999885559082
2018-05-15,8510.3798828125,93.22000122070312,708.8709716796875,1288.9000244140625,2711.449951171875,6888.5400390625,3.0799999237060547
2018-05-16,8368.830078125,93.38999938964844,707.0499877929688,1290.199951171875,2722.4599609375,6929.97021484375,3.0950000286102295
2018-05-17,8094.31982421875,93.47000122070312,672.656982421875,1288.199951171875,2720.1298828125,6901.6298828125,3.1089999675750732
2018-05-18,8250.9697265625,93.63999938964844,694.3670043945312,1290.199951171875,2712.969970703125,6866.25,3.066999912261963
2018-05-19,8247.1796875,93.63999938964844,696.530029296875,1290.199951171875,2712.969970703125,6866.25,3.066999912261963
2018-05-20,8513.25,93.63999938964844,715.3690185546875,1290.199951171875,2712.969970703125,6866.25,3.066999912261963
2018-05-21,8418.990234375,93.68000030517578,699.2219848632812,1290.199951171875,2733.010009765625,6905.52978515625,3.065000057220459
2018-05-22,8041.77978515625,93.61000061035156,647.7410278320312,1291.699951171875,2724.43994140625,6893.6201171875,3.065000057220459
2018-05-23,7557.81982421875,94.01000213623047,583.5850219726562,1289.300048828125,2733.2900390625,6953.6298828125,3.003000020980835
2018-05-24,7587.33984375,93.77999877929688,601.7550048828125,1303.699951171875,2727.760009765625,6949.7001953125,2.9809999465942383
2018-05-25,7480.14013671875,94.19000244140625,586.7340087890625,1303.300048828125,2721.330078125,6960.919921875,2.930999994277954
2018-05-26,7355.8798828125,94.19000244140625,587.280029296875,1303.300048828125,2721.330078125,6960.919921875,2.930999994277954
2018-05-27,7368.22021484375,94.19000244140625,572.6680297851562,1303.300048828125,2721.330078125,6960.919921875,2.930999994277954
2018-05-28,7135.990234375,94.19000244140625,516.0360107421875,1303.300048828125,2721.330078125,6960.919921875,2.930999994277954
2018-05-29,7472.58984375,94.83000183105469,565.3880004882812,1298.699951171875,2689.860107421875,6926.5400390625,2.7679998874664307
2018-05-30,7406.52001953125,94.1500015258789,559.5900268554688,1301.5,2724.010009765625,6976.3701171875,2.8420000076293945
2018-05-31,7494.169921875,93.98999786376953,577.64501953125,1300.0999755859375,2705.27001953125,6967.72998046875,2.822000026702881
2018-06-01,7541.4501953125,94.19000244140625,580.0430297851562,1294.800048828125,2734.6201171875,7083.93017578125,2.8949999809265137
2018-06-02,7643.4501953125,94.19000244140625,591.8079833984375,1294.800048828125,2734.6201171875,7083.93017578125,2.8949999809265137
2018-06-03,7720.25,94.19000244140625,618.3289794921875,1294.800048828125,2734.6201171875,7083.93017578125,2.8949999809265137
2018-06-04,7514.47021484375,94.0199966430664,592.9849853515625,1293.0999755859375,2746.8701171875,7143.56982421875,2.937000036239624
2018-06-05,7633.759765625,93.88999938964844,609.302978515625,1297.5,2748.800048828125,7166.75,2.9189999103546143
2018-06-06,7653.97998046875,93.66000366210938,607.1240234375,1297.0999755859375,2772.35009765625,7210.080078125,2.9749999046325684
2018-06-07,7678.240234375,93.4000015258789,605.18701171875,1298.699951171875,2770.3701171875,7152.830078125,2.933000087738037
2018-06-08,7624.919921875,93.55000305175781,601.0770263671875,1298.0999755859375,2779.030029296875,7152.6201171875,2.937000036239624
2018-06-09,7531.97998046875,93.55000305175781,597.56201171875,1298.0999755859375,2779.030029296875,7152.6201171875,2.937000036239624
2018-06-10,6786.02001953125,93.55000305175781,526.47900390625,1298.0999755859375,2779.030029296875,7152.6201171875,2.937000036239624
2018-06-11,6906.919921875,93.58000183105469,533.2839965820312,1298.9000244140625,2782.0,7168.47998046875,2.9570000171661377
2018-06-12,6582.35986328125,93.80000305175781,496.8429870605469,1295.0999755859375,2786.85009765625,7209.18017578125,2.9570000171661377
2018-06-13,6349.89990234375,93.70999908447266,477.4939880371094,1296.9000244140625,2775.6298828125,7205.259765625,2.9769999980926514
2018-06-14,6675.35009765625,94.7699966430664,519.7420043945312,1304.0,2782.489990234375,7279.58984375,2.946000099182129
2018-06-15,6456.580078125,94.79000091552734,491.0039978027344,1274.5999755859375,2779.659912109375,7255.759765625,2.9240000247955322
2018-06-16,6550.16015625,94.79000091552734,499.6419982910156,1274.5999755859375,2779.659912109375,7255.759765625,2.9240000247955322
2018-06-17,6499.27001953125,94.79000091552734,500.447998046875,1274.5999755859375,2779.659912109375,7255.759765625,2.9240000247955322
2018-06-18,6734.81982421875,94.75,518.8909912109375,1276.199951171875,2773.75,7251.41015625,2.9260001182556152
2018-06-19,6769.93994140625,95.08999633789062,537.9569702148438,1275.5999755859375,2762.590087890625,7228.0400390625,2.8929998874664307
2018-06-20,6776.5498046875,95.05999755859375,536.2680053710938,1271.199951171875,2767.320068359375,7280.7001953125,2.927999973297119
2018-06-21,6729.740234375,94.87000274658203,527.3670043945312,1267.199951171875,2749.760009765625,7217.490234375,2.8970000743865967
2018-06-22,6083.68994140625,94.5199966430664,465.8169860839844,1267.4000244140625,2754.8798828125,7197.509765625,2.9000000953674316
2018-06-23,6162.47998046875,94.5199966430664,474.5199890136719,1267.4000244140625,2754.8798828125,7197.509765625,2.9000000953674316
2018-06-24,6173.22998046875,94.5199966430664,457.6719970703125,1267.4000244140625,2754.8798828125,7197.509765625,2.9000000953674316
2018-06-25,6249.18017578125,94.27999877929688,460.30999755859375,1265.5999755859375,2717.070068359375,7038.169921875,2.875
2018-06-26,6093.669921875,94.68000030517578,432.7720031738281,1256.5999755859375,2723.06005859375,7068.2001953125,2.880000114440918
2018-06-27,6157.1298828125,95.29000091552734,442.364990234375,1252.800048828125,2699.6298828125,6969.669921875,2.8269999027252197
2018-06-28,5903.43994140625,95.38999938964844,422.364990234375,1247.800048828125,2716.31005859375,7031.60009765625,2.8469998836517334
2018-06-29,6218.2998046875,94.62999725341797,436.0090026855469,1251.300048828125,2718.3701171875,7040.7998046875,2.8489999771118164
2018-06-30,6404.0,94.62999725341797,455.17999267578125,1251.300048828125,2718.3701171875,7040.7998046875,2.8489999771118164
2018-07-01,6385.81982421875,94.62999725341797,453.9179992675781,1251.300048828125,2718.3701171875,7040.7998046875,2.8489999771118164
2018-07-02,6614.18017578125,94.87000274658203,475.34698486328125,1239.800048828125,2726.7099609375,7097.81982421875,2.865999937057495
2018-07-03,6529.58984375,94.58999633789062,464.19500732421875,1251.5999755859375,2713.219970703125,7014.5498046875,2.8380000591278076
2018-07-04,6597.5498046875,94.58999633789062,467.3179931640625,1251.5999755859375,2713.219970703125,7014.5498046875,2.8380000591278076
2018-07-05,6639.14013671875,94.47000122070312,474.4119873046875,1257.300048828125,2736.610107421875,7101.0498046875,2.8399999141693115
2018-07-06,6673.5,94.04000091552734,474.0119934082031,1254.300048828125,2759.820068359375,7207.330078125,2.8310000896453857
2018-07-07,6856.93017578125,94.04000091552734,491.6600036621094,1254.300048828125,2759.820068359375,7207.330078125,2.8310000896453857
2018-07-08,6773.8798828125,94.04000091552734,489.1189880371094,1254.300048828125,2759.820068359375,7207.330078125,2.8310000896453857
2018-07-09,6741.75,94.08000183105469,476.6820068359375,1258.0999755859375,2784.169921875,7276.0,2.859999895095825
2018-07-10,6329.9501953125,94.11000061035156,434.42401123046875,1253.800048828125,2793.840087890625,7282.60009765625,2.872999906539917
2018-07-11,6394.7099609375,94.72000122070312,446.51800537109375,1242.800048828125,2774.02001953125,7243.97998046875,2.8420000076293945
2018-07-12,6228.81005859375,94.80999755859375,430.0740051269531,1245.0,2798.2900390625,7366.25,2.8529999256134033
2018-07-13,6238.0498046875,94.75,434.0270080566406,1239.5999755859375,2801.31005859375,7375.81982421875,2.8310000896453857
2018-07-14,6276.1201171875,94.75,436.08599853515625,1239.5999755859375,2801.31005859375,7375.81982421875,2.8310000896453857
2018-07-15,6359.64013671875,94.75,449.8500061035156,1239.5999755859375,2801.31005859375,7375.81982421875,2.8310000896453857
2018-07-16,6741.75,94.51000213623047,480.6579895019531,1238.0999755859375,2798.429931640625,7357.89990234375,2.8580000400543213
2018-07-17,7321.0400390625,94.97000122070312,501.00201416015625,1225.699951171875,2809.550048828125,7403.89013671875,2.864000082015991
2018-07-18,7370.77978515625,95.08000183105469,480.51300048828125,1226.300048828125,2815.6201171875,7390.1298828125,2.875
2018-07-19,7466.85986328125,95.16999816894531,469.6189880371094,1222.4000244140625,2804.489990234375,7352.35986328125,2.8469998836517334
2018-07-20,7354.1298828125,94.45999908447266,450.697998046875,1229.5,2801.830078125,7350.22998046875,2.8949999809265137
2018-07-21,7419.2900390625,94.45999908447266,462.4360046386719,1229.5,2801.830078125,7350.22998046875,2.8949999809265137
2018-07-22,7418.490234375,94.45999908447266,459.6570129394531,1229.5,2801.830078125,7350.22998046875,2.8949999809265137
2018-07-23,7711.10986328125,94.66999816894531,450.8529968261719,1224.0,2806.97998046875,7371.77978515625,2.9649999141693115
2018-07-24,8424.26953125,94.61000061035156,479.37298583984375,1223.9000244140625,2820.39990234375,7406.25,2.9489998817443848
2018-07-25,8181.39013671875,94.36000061035156,472.4930114746094,1231.4000244140625,2846.070068359375,7508.58984375,2.936000108718872
2018-07-26,7951.580078125,94.75,464.0369873046875,1225.300048828125,2837.43994140625,7400.75,2.9749999046325684
2018-07-27,8165.009765625,94.68000030517578,469.6659851074219,1222.5999755859375,2818.820068359375,7296.77978515625,2.9600000381469727
2018-07-28,8192.150390625,94.68000030517578,466.89801025390625,1222.5999755859375,2818.820068359375,7296.77978515625,2.9600000381469727
2018-07-29,8218.4599609375,94.68000030517578,466.6650085449219,1222.5999755859375,2818.820068359375,7296.77978515625,2.9600000381469727
2018-07-30,8180.47998046875,94.36000061035156,457.08099365234375,1221.300048828125,2802.60009765625,7193.10009765625,2.9749999046325684
2018-07-31,7780.43994140625,94.48999786376953,433.86700439453125,1223.699951171875,2816.2900390625,7231.97998046875,2.9639999866485596
2018-08-01,7624.91015625,94.62000274658203,420.74700927734375,1217.9000244140625,2813.360107421875,7272.89013671875,3.003000020980835
2018-08-02,7567.14990234375,95.16999816894531,412.6210021972656,1210.5999755859375,2827.219970703125,7372.14990234375,2.9860000610351562
2018-08-03,7434.39013671875,95.13999938964844,418.2619934082031,1214.199951171875,2840.35009765625,7395.490234375,2.953000068664551
2018-08-04,7032.85009765625,95.13999938964844,407.25201416015625,1214.199951171875,2840.35009765625,7395.490234375,2.953000068664551
2018-08-05,7068.47998046875,95.13999938964844,410.5159912109375,1214.199951171875,2840.35009765625,7395.490234375,2.953000068664551
2018-08-06,6951.7998046875,95.36000061035156,406.6579895019531,1208.5999755859375,2850.39990234375,7438.990234375,2.937999963760376
2018-08-07,6753.1201171875,95.22000122070312,380.2149963378906,1209.5999755859375,2858.449951171875,7462.64990234375,2.9730000495910645
2018-08-08,6305.7998046875,95.0999984741211,356.6130065917969,1212.5999755859375,2857.699951171875,7469.5498046875,2.9709999561309814
2018-08-09,6568.22998046875,95.5,365.5880126953125,1211.9000244140625,2853.580078125,7466.9599609375,2.934999942779541
2018-08-10,6184.7099609375,96.36000061035156,334.1759948730469,1211.0999755859375,2833.280029296875,7408.2998046875,2.8570001125335693
2018-08-11,6295.72998046875,96.36000061035156,322.11199951171875,1211.0999755859375,2833.280029296875,7408.2998046875,2.8570001125335693
2018-08-12,6322.68994140625,96.36000061035156,319.57000732421875,1211.0999755859375,2833.280029296875,7408.2998046875,2.8570001125335693
